Frame: 1: g_rs.camera: 0
Frame: 2: g_rs.camera: 0
[33munity_dummy.cpp[0m[31m (line 87): [0mBefore initialising plamure
[33munity_dummy.cpp[0m[31m (line 90): [0mTrying to register model: ../../assets/Schiefer_Turm_part_200M_00001_knobi.bvh
[33mmodel_database.cpp[0m[31m (line 169): [0m0
[33mplamure.cpp[0m[31m (line 1404): [0mBefore initialising plamure
Trying to register new model with id: 0  --: /home/jre/git/plamure/framework/plamure.cpp : 1406 : register_model
[33munity_dummy.cpp[0m[31m (line 93): [0mregistered model with id: 0
720
Could not retrieve uniform location for uniform: view_projection
[33munity_dummy.cpp[0m[31m (line 103): [0mAfter Init
[33munity_dummy.cpp[0m[31m (line 114): [0mAfter Register Uniform
Creating gpu_context
lamure: context 0 render budget (MB): 1024(30093 nodes)
node size:  35680
lamure: context 0 upload budget (MB): 1024
Render buf size is 1023 MB 
Render buf size is 1023 MB 
Render buf size is 1023 MB 
GL 0.009216 ms
Loaded camera view 'plamure_camera_Schiefer_Turm_part_200M_00001_knobi_1'.
Frame: 3: g_rs.camera: 0x5c36c29ce9d0
GL 0.001024 ms
Frame: 4: g_rs.camera: 0x5c36c29ce9d0
GL 0.001024 ms
Frame: 5: g_rs.camera: 0x5c36c29ce9d0
GL 0.001024 ms
Frame: 6: g_rs.camera: 0x5c36c29ce9d0
GL 237.657 ms
Frame: 7: g_rs.camera: 0x5c36c29ce9d0
GL 0.124928 ms
Frame: 8: g_rs.camera: 0x5c36c29ce9d0
GL 0.124928 ms
Frame: 9: g_rs.camera: 0x5c36c29ce9d0
GL 93.5066 ms
GL 0.101376 ms
GL 0.098304 ms
GL 0.114688 ms
GL 0.11264 ms
GL 0.11264 ms
GL 0.110592 ms
GL 0.10752 ms
GL 0.106496 ms
GL 0.106496 ms
GL 0.11776 ms
GL 0.114688 ms
GL 0.114688 ms
GL 0.113664 ms
GL 0.114688 ms
GL 0.114688 ms
GL 0.141312 ms
GL 0.139264 ms
GL 0.139264 ms
GL 0.140288 ms
GL 0.139264 ms
GL 0.139264 ms
GL 0.13824 ms
GL 0.139264 ms
GL 0.139264 ms
GL 0.186368 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.18432 ms
GL 0.183296 ms
GL 0.182272 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.183296 ms
GL 0.22528 ms
GL 0.222208 ms
GL 0.222208 ms
GL 0.222208 ms
GL 0.222208 ms
GL 0.221184 ms
GL 0.222208 ms
GL 0.222208 ms
GL 0.222208 ms
GL 0.221184 ms
GL 0.221184 ms
GL 0.221184 ms
GL 0.222208 ms
GL 0.222208 ms
GL 0.221184 ms
GL 0.222208 ms
GL 0.30208 ms
GL 0.301056 ms
GL 0.305152 ms
GL 0.304128 ms
GL 0.300032 ms
GL 0.300032 ms
GL 0.301056 ms
GL 0.300032 ms
GL 0.300032 ms
GL 0.300032 ms
GL 0.299008 ms
GL 0.301056 ms
GL 0.301056 ms
GL 0.303104 ms
GL 0.39936 ms
GL 0.398336 ms
GL 0.398336 ms
GL 0.39936 ms
GL 0.398336 ms
GL 0.39936 ms
GL 0.398336 ms
GL 0.39936 ms
GL 0.398336 ms
GL 0.398336 ms
GL 0.400384 ms
GL 0.397312 ms
GL 0.39936 ms
GL 0.535552 ms
GL 0.536576 ms
GL 0.536576 ms
GL 0.535552 ms
GL 0.536576 ms
GL 0.533504 ms
GL 0.534528 ms
GL 0.533504 ms
GL 0.536576 ms
GL 0.636928 ms
GL 0.633856 ms
GL 0.63488 ms
GL 0.631808 ms
GL 0.635904 ms
GL 0.709632 ms
GL 0.708608 ms
GL 0.704512 ms
GL 0.709632 ms
GL 0.703488 ms
GL 0.705536 ms
GL 0.709632 ms
GL 0.710656 ms
GL 0.704512 ms
GL 0.789504 ms
GL 0.784384 ms
GL 0.787456 ms
GL 0.780288 ms
GL 0.780288 ms
GL 0.828416 ms
GL 0.822272 ms
GL 0.830464 ms
GL 0.83456 ms
GL 0.825344 ms
GL 0.825344 ms
GL 0.830464 ms
GL 0.771072 ms
GL 0.795648 ms
GL 0.7936 ms
GL 0.797696 ms
GL 0.795648 ms
GL 0.794624 ms
GL 0.795648 ms
GL 0.801792 ms
GL 0.817152 ms
GL 0.823296 ms
GL 0.81408 ms
GL 0.81408 ms
GL 0.81408 ms
GL 0.818176 ms
GL 0.82432 ms
GL 0.828416 ms
GL 0.815104 ms
GL 0.818176 ms
GL 0.823296 ms
GL 0.825344 ms
GL 0.816128 ms
GL 0.822272 ms
GL 0.8192 ms
GL 0.816128 ms
GL 0.817152 ms
GL 0.820224 ms
GL 0.822272 ms
GL 0.823296 ms
GL 0.826368 ms
GL 0.817152 ms
GL 0.8192 ms
GL 0.81408 ms
GL 0.8192 ms
GL 0.817152 ms
GL 0.81408 ms
GL 0.816128 ms
GL 0.813056 ms
GL 0.816128 ms
GL 0.820224 ms
GL 0.823296 ms
GL 0.821248 ms
GL 0.813056 ms
GL 0.816128 ms
GL 0.818176 ms
GL 0.816128 ms
GL 0.822272 ms
GL 0.82432 ms
GL 0.812032 ms
GL 0.81408 ms
GL 0.817152 ms
GL 0.820224 ms
GL 0.8192 ms
GL 0.817152 ms
GL 0.822272 ms
GL 0.815104 ms
GL 0.8192 ms
GL 0.818176 ms
GL 0.815104 ms
GL 0.8192 ms
GL 0.811008 ms
GL 0.81408 ms
GL 0.82432 ms
GL 0.817152 ms
GL 0.817152 ms
GL 0.823296 ms
GL 0.818176 ms
GL 0.827392 ms
GL 0.827392 ms
GL 0.818176 ms
GL 0.822272 ms
GL 0.82432 ms
GL 0.823296 ms
GL 0.820224 ms
GL 0.816128 ms
GL 0.818176 ms
GL 0.811008 ms
GL 0.816128 ms
GL 0.817152 ms
GL 0.816128 ms
GL 0.822272 ms
GL 0.822272 ms
GL 0.821248 ms
GL 0.817152 ms
GL 0.812032 ms
GL 0.811008 ms
GL 0.817152 ms
GL 0.816128 ms
GL 0.817152 ms
GL 0.818176 ms
GL 0.8192 ms
GL 0.817152 ms
GL 0.81408 ms
GL 0.820224 ms
GL 0.817152 ms
GL 0.823296 ms
GL 0.818176 ms
GL 0.817152 ms
GL 0.825344 ms
GL 0.826368 ms
GL 0.821248 ms
GL 0.827392 ms
GL 0.818176 ms
GL 0.821248 ms
GL 0.822272 ms
GL 0.821248 ms
GL 0.822272 ms
GL 0.8192 ms
GL 0.8192 ms
GL 0.832512 ms
GL 0.82432 ms
GL 0.826368 ms
GL 0.825344 ms
GL 0.821248 ms
GL 0.823296 ms
GL 0.826368 ms
GL 0.823296 ms
GL 0.820224 ms
GL 0.82432 ms
GL 0.822272 ms
GL 0.822272 ms
GL 0.830464 ms
GL 0.83456 ms
GL 0.82944 ms
GL 0.817152 ms
GL 0.827392 ms
GL 0.827392 ms
GL 0.826368 ms
GL 0.82432 ms
GL 0.828416 ms
GL 0.820224 ms
GL 0.822272 ms
GL 0.822272 ms
GL 0.828416 ms
GL 0.828416 ms
GL 0.828416 ms
GL 0.826368 ms
GL 0.817152 ms
GL 0.82944 ms
GL 0.817152 ms
GL 0.823296 ms
GL 0.820224 ms
GL 0.827392 ms
GL 0.831488 ms
GL 0.830464 ms
GL 0.820224 ms
GL 0.82432 ms
GL 0.8192 ms
GL 0.821248 ms
GL 0.827392 ms
GL 0.823296 ms
GL 0.82432 ms
GL 0.820224 ms
GL 0.826368 ms
GL 0.825344 ms
GL 0.8192 ms
GL 0.832512 ms
GL 0.82432 ms
GL 0.82944 ms
GL 0.825344 ms
GL 0.82944 ms
GL 0.817152 ms
GL 0.820224 ms
GL 0.8192 ms
GL 0.823296 ms
GL 0.822272 ms
GL 0.818176 ms
GL 0.825344 ms
GL 0.823296 ms
GL 0.821248 ms
GL 0.822272 ms
GL 0.823296 ms
GL 0.822272 ms
GL 0.823296 ms
GL 0.826368 ms
GL 0.826368 ms
GL 0.825344 ms
GL 0.826368 ms
GL 0.82944 ms
GL 0.825344 ms
GL 0.818176 ms
GL 0.822272 ms
GL 0.825344 ms
GL 0.820224 ms
GL 0.823296 ms
GL 0.827392 ms
GL 0.825344 ms
GL 0.82944 ms
GL 0.830464 ms
GL 0.82432 ms
GL 0.822272 ms
GL 0.825344 ms
GL 0.820224 ms
GL 0.835584 ms
GL 0.828416 ms
GL 0.828416 ms
GL 0.825344 ms
GL 0.823296 ms
GL 0.821248 ms
GL 0.821248 ms
GL 0.8192 ms
GL 0.825344 ms
GL 0.822272 ms
GL 0.82432 ms
GL 0.821248 ms
GL 0.825344 ms
GL 0.827392 ms
GL 0.826368 ms
GL 0.8192 ms
GL 0.821248 ms
GL 0.823296 ms
GL 0.826368 ms
GL 0.82432 ms
GL 0.828416 ms
GL 0.8192 ms
GL 0.818176 ms
GL 0.825344 ms
GL 0.828416 ms
GL 0.818176 ms
GL 0.822272 ms
GL 0.820224 ms
GL 0.832512 ms
GL 0.823296 ms
GL 0.818176 ms
GL 0.822272 ms
GL 0.825344 ms
GL 0.833536 ms
GL 0.818176 ms
GL 0.822272 ms
GL 0.825344 ms
GL 0.826368 ms
GL 0.833536 ms
GL 0.830464 ms
GL 0.822272 ms
GL 0.823296 ms
GL 0.8192 ms
GL 0.831488 ms
GL 0.820224 ms
GL 0.823296 ms
GL 0.825344 ms
GL 0.827392 ms
GL 0.822272 ms
GL 0.821248 ms
GL 0.827392 ms
GL 0.832512 ms
GL 0.828416 ms
GL 0.821248 ms
GL 0.82944 ms
GL 0.821248 ms
GL 0.822272 ms
GL 0.825344 ms
GL 0.823296 ms
GL 0.822272 ms
GL 0.82432 ms
GL 0.827392 ms
GL 0.823296 ms
GL 0.828416 ms
GL 0.8192 ms
GL 0.821248 ms
GL 0.822272 ms
GL 0.822272 ms
GL 0.82944 ms
GL 0.835584 ms
GL 0.82944 ms
GL 0.822272 ms
GL 0.821248 ms
GL 0.825344 ms
GL 0.82432 ms
GL 0.821248 ms
GL 0.821248 ms
GL 0.823296 ms
GL 0.822272 ms
GL 0.821248 ms
GL 0.821248 ms
GL 0.822272 ms
GL 0.825344 ms
GL 0.8192 ms
GL 0.828416 ms
GL 0.823296 ms
GL 0.82432 ms
GL 0.816128 ms
GL 0.822272 ms
GL 0.823296 ms
GL 0.825344 ms
GL 0.820224 ms
GL 0.830464 ms
GL 0.821248 ms
GL 0.823296 ms
GL 0.82432 ms
GL 0.828416 ms
GL 0.821248 ms
GL 0.822272 ms
